farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status
FARM0486,South USA,Rice,21.19,5.6,15.82,63.03,77.24,5.27,,Inorganic,45.88,2024-01-14,2024-04-24,101,3009.05,SENS0486,2024-03-16,19.089531,76.087134,0.36,
FARM0487,East Africa,Rice,21.59,6.98,22.23,244.7,66.44,6.23,Manual,Organic,31.29,2024-01-04,2024-04-11,98,4518.23,SENS0487,2024-03-21,13.008859,81.731229,0.85,Mild
FARM0488,South India,Cotton,42.39,5.65,25.93,135.72,76.27,9.94,Sprinkler,Mixed,37.43,2024-01-05,2024-04-16,102,3672.85,SENS0488,2024-04-05,16.313138,87.541507,0.81,Moderate
FARM0489,Central USA,Cotton,32.05,5.73,23.72,170.71,66.19,9.71,Drip,Organic,31.96,2024-03-05,2024-06-21,108,2181.78,SENS0489,2024-05-16,11.519835,89.44948,0.41,Severe
FARM0490,South USA,Soybean,40.46,7.44,18.31,237.68,59.21,8.68,,Mixed,17.22,2024-01-01,2024-04-10,100,4287.59,SENS0490,2024-03-16,27.418044,87.5831,0.77,Severe
FARM0491,East Africa,Soybean,19.06,7.2,20.93,117.13,45.96,5.34,Sprinkler,Inorganic,6.76,2024-01-09,2024-06-06,149,2531.89,SENS0491,2024-01-22,26.060328,74.980161,0.79,
FARM0492,North India,Maize,32.14,7.44,21.49,286.61,84.2,5.58,Sprinkler,Inorganic,45.43,2024-02-11,2024-05-14,93,4503.82,SENS0492,2024-02-12,30.598295,74.385592,0.88,Mild
FARM0493,Central USA,Wheat,28.81,7.46,30.56,245.13,45.32,8.47,,Mixed,16.58,2024-03-21,2024-07-27,128,4203.51,SENS0493,2024-07-12,15.515976,75.37587,0.65,Severe
FARM0494,South India,Cotton,18.11,6.95,22.37,275.54,44.68,5.09,Sprinkler,Organic,13.5,2024-02-24,2024-06-04,101,4590.26,SENS0494,2024-02-26,17.754006,87.705061,0.79,Mild
FARM0495,North India,Rice,12.52,5.99,33.18,292.6,45.01,7.16,Drip,Mixed,9.49,2024-02-01,2024-05-08,97,5306.25,SENS0495,2024-05-08,30.762928,88.693555,0.38,
FARM0496,Central USA,Rice,42.85,6.7,30.85,52.35,79.58,7.25,Manual,Mixed,8.82,2024-01-16,2024-06-02,138,4251.4,SENS0496,2024-05-08,30.386623,76.1477,0.59,Mild
FARM0497,North India,Soybean,34.22,6.75,17.46,256.23,45.14,5.78,,Organic,5.05,2024-01-01,2024-04-14,104,3708.54,SENS0497,2024-01-19,18.832748,75.736924,0.85,Severe
FARM0498,North India,Cotton,15.93,5.72,17.03,288.96,57.87,7.69,Drip,Inorganic,46.55,2024-01-02,2024-05-09,128,2604.41,SENS0498,2024-04-20,23.262016,81.99223,0.71,Mild
FARM0499,Central USA,Soybean,38.61,6.2,17.08,279.06,73.09,9.6,Drip,Organic,43.78,2024-01-25,2024-06-04,131,2586.36,SENS0499,2024-03-02,19.764989,84.426869,0.77,Severe
FARM0500,North India,Wheat,30.22,7.42,20.57,72.61,89.74,5.09,,Inorganic,19.37,2024-02-16,2024-06-29,134,5891.4,SENS0500,2024-05-11,13.455532,88.880605,0.85,Severe
FARM1000,Central USA,Soybean,15.19,6.33,32.06,111.08,83.79,7.8,Drip,Organic,10.34,06-02-2024,19-06-2024,134,4942.7,SENS1000,26-04-2024,35.695233,83.170007,0.47,Moderate
FARM1001,East Africa,Cotton,26.63,7.06,21.92,226.35,56.78,6.17,Manual,Inorganic,20.9,20-02-2024,03-06-2024,104,3632.26,SENS1001,15-03-2024,14.666609,81.918562,0.8,Severe
FARM1002,South India,Rice,37.51,7.23,28.55,299.34,53.36,7.51,Drip,Organic,8.43,01-02-2024,11-05-2024,100,4340.91,SENS1002,19-04-2024,14.760526,71.392337,0.61,Moderate
FARM1003,North India,Cotton,35.91,7.12,31.64,103.66,54.07,5.59,Manual,Mixed,17.56,06-01-2024,21-05-2024,136,2605.79,SENS1003,16-01-2024,24.01384,81.507696,0.43,
FARM1004,East Africa,Maize,32.91,6.35,29.29,132.31,69.93,8.33,Sprinkler,Mixed,16.95,28-02-2024,05-07-2024,128,2817.81,SENS1004,25-04-2024,22.102623,85.533364,0.71,Moderate
FARM1005,East Africa,Soybean,39.19,6.45,23.97,271.7,84.45,6.98,,Organic,13.99,17-02-2024,05-06-2024,109,3528.1,SENS1005,26-04-2024,15.243012,73.646277,0.82,Severe
FARM1006,South India,Cotton,21.89,7.35,31.94,201.81,81.62,8.21,,Inorganic,22.29,01-01-2024,21-04-2024,111,4479.52,SENS1006,02-03-2024,14.43228,81.523874,0.32,
FARM1007,Central USA,Rice,40.47,5.74,27.57,204.45,58.91,7.13,Drip,Mixed,5.05,30-01-2024,24-05-2024,115,4295.89,SENS1007,15-03-2024,17.354722,81.323211,0.87,Moderate
FARM1008,South India,Cotton,39.22,7.04,32.08,82.85,83.54,8.43,Drip,Mixed,21.84,29-02-2024,28-06-2024,120,4662.65,SENS1008,12-05-2024,28.58059,80.441755,0.36,Moderate
FARM1009,East Africa,Cotton,21.21,7.39,28.43,194.78,74.93,6.84,Manual,Organic,16.09,31-01-2024,25-05-2024,115,3844.8,SENS1009,19-03-2024,34.025779,77.583272,0.67,Moderate
FARM1010,South USA,Rice,44.22,7.13,20.06,208.16,62.36,5.74,Manual,Inorganic,28.96,13-01-2024,03-06-2024,142,3633.25,SENS1010,10-05-2024,15.354918,72.655535,0.44,Mild
FARM1011,South India,Soybean,43.07,7.43,34.55,288.82,69.34,7.82,Sprinkler,Mixed,18.68,18-01-2024,12-06-2024,146,5081.99,SENS1011,22-01-2024,18.986524,82.720834,0.45,Mild
FARM1012,South India,Rice,44.42,7.16,24.57,70.96,70.18,7.86,Sprinkler,Mixed,10.44,21-01-2024,12-05-2024,112,3857.58,SENS1012,25-01-2024,33.164594,81.286129,0.74,Mild
FARM1013,South USA,Maize,22.88,5.84,21.15,186.28,72.7,8.58,,Mixed,14.27,29-01-2024,03-05-2024,95,4050.15,SENS1013,10-02-2024,24.345952,81.310545,0.85,Severe
FARM1014,South USA,Wheat,24.81,5.91,34.06,199.52,88.35,8.17,,Mixed,18.29,25-01-2024,27-05-2024,123,4829.59,SENS1014,01-02-2024,19.87752,80.736745,0.75,
FARM1015,South India,Maize,23.31,6.52,29.61,182.55,67.84,6.79,Drip,Mixed,16.28,04-01-2024,11-05-2024,128,5007.33,SENS1015,12-03-2024,34.793961,84.983885,0.51,Moderate
FARM1016,South India,Rice,27.47,6.01,28.2,166.58,64.53,5.41,,Inorganic,9.76,11-01-2024,17-04-2024,97,4734.14,SENS1016,14-02-2024,36.060827,80.041453,0.76,Mild
FARM1017,South USA,Rice,24.56,6.33,30.35,77.65,87.7,7.78,Manual,Inorganic,12.79,29-01-2024,08-05-2024,100,3337.16,SENS1017,04-04-2024,14.817061,75.323947,0.47,
FARM1018,South USA,Wheat,23.42,6.09,29.07,187.14,85.9,6.71,,Mixed,22.68,19-01-2024,01-05-2024,103,3298.33,SENS1018,05-04-2024,13.352176,75.522183,0.39,
FARM1019,Central USA,Soybean,31.44,7.11,34.47,94.52,74.55,7.79,,Mixed,22.33,06-02-2024,06-06-2024,121,4815.71,SENS1019,14-05-2024,26.786306,86.830469,0.72,
FARM1020,South India,Wheat,21.55,5.78,15.6,233.33,68.79,5.57,Sprinkler,Inorganic,13.1,17-02-2024,07-07-2024,141,4053.1,SENS1020,17-02-2024,36.688684,87.282595,0.52,Severe
FARM1021,South India,Soybean,38.74,6.18,18.87,110.54,79.39,8.33,Manual,Mixed,8.67,30-01-2024,12-05-2024,103,3671.05,SENS1021,27-03-2024,34.494347,78.313741,0.49,Moderate
FARM1022,North India,Rice,43.71,6.83,15.39,230.65,80.09,8.78,Drip,Inorganic,15.79,13-01-2024,10-05-2024,118,5013.86,SENS1022,13-01-2024,19.069394,82.074306,0.83,Moderate
FARM1023,South India,Rice,22.02,6.42,17.62,110.34,49.94,7.45,Manual,Mixed,9.32,16-01-2024,27-05-2024,132,3416.45,SENS1023,22-03-2024,36.695889,79.766401,0.35,
FARM1024,South India,Soybean,17.44,6.29,25.46,85.71,55.01,6.23,Manual,Mixed,26.72,27-02-2024,27-06-2024,121,3294.66,SENS1024,27-05-2024,17.503943,83.923566,0.41,Severe
FARM1025,South India,Cotton,42.44,6.86,18.45,267.41,48.31,5.7,Drip,Mixed,21.06,06-01-2024,07-05-2024,122,5546.38,SENS1025,17-02-2024,32.641956,80.698273,0.66,Severe
FARM1026,East Africa,Rice,28.38,6.52,26.83,112.5,54.94,7.42,Manual,Mixed,27.72,15-02-2024,13-06-2024,119,3878.45,SENS1026,19-05-2024,21.412367,83.420871,0.33,
FARM1027,East Africa,Cotton,20.77,6.0,23.86,53.31,64.15,8.28,Sprinkler,Mixed,17.97,08-01-2024,19-05-2024,132,5101.48,SENS1027,27-04-2024,31.681621,70.73378,0.33,Moderate
FARM1028,South USA,Maize,34.69,6.76,27.53,283.35,68.6,8.85,Manual,Organic,5.73,14-02-2024,01-07-2024,138,4014.44,SENS1028,11-03-2024,25.919336,75.738536,0.8,
FARM1029,South India,Rice,39.45,6.24,17.43,160.12,51.19,6.8,Manual,Mixed,29.76,24-02-2024,16-07-2024,143,2982.89,SENS1029,05-06-2024,21.694534,81.241858,0.55,
FARM1030,East Africa,Wheat,28.26,7.16,28.3,182.51,42.02,6.09,Drip,Organic,9.96,08-02-2024,26-06-2024,139,5676.93,SENS1030,30-04-2024,32.319632,85.460248,0.6,Moderate
FARM1031,North India,Rice,20.84,6.19,33.15,191.14,63.64,5.2,,Organic,5.25,01-03-2024,27-06-2024,118,2839.6,SENS1031,17-05-2024,14.617168,73.184383,0.42,Severe
FARM1032,South India,Maize,20.48,5.78,19.88,116.21,77.62,8.45,,Organic,27.41,20-02-2024,11-06-2024,112,5729.38,SENS1032,03-03-2024,29.395272,74.826672,0.61,Severe
FARM1033,South USA,Soybean,26.09,6.64,23.66,262.24,85.98,8.64,,Inorganic,10.62,25-01-2024,30-04-2024,96,5460.21,SENS1033,22-04-2024,25.173006,78.928486,0.84,Moderate
FARM1034,South India,Wheat,25.81,6.54,21.53,212.85,60.11,6.32,,Mixed,10.52,29-01-2024,31-05-2024,123,5383.81,SENS1034,30-05-2024,36.444174,79.380726,0.68,Moderate
FARM1035,North India,Cotton,23.05,6.09,15.14,269.59,62.39,8.51,,Organic,27.71,28-02-2024,28-05-2024,90,3291.49,SENS1035,07-03-2024,22.198654,78.369433,0.39,
FARM1036,South India,Cotton,29.41,6.65,19.86,138.11,79.76,5.71,Manual,Organic,18.83,15-01-2024,03-05-2024,109,4356.28,SENS1036,25-04-2024,14.749905,83.51764,0.55,Severe
FARM1037,North India,Soybean,39.52,7.15,34.55,66.69,86.08,7.42,Drip,Organic,29.18,15-01-2024,08-06-2024,145,5271.17,SENS1037,05-02-2024,18.220227,86.123972,0.67,Mild
FARM1038,Central USA,Cotton,25.6,6.12,26.66,79.92,59.07,7.44,Drip,Inorganic,5.6,13-01-2024,02-05-2024,110,5221.32,SENS1038,27-03-2024,36.67686,85.945557,0.7,Moderate
FARM1039,South India,Cotton,37.37,6.92,23.87,238.34,53.22,5.8,,Mixed,5.55,16-01-2024,22-04-2024,97,3727.04,SENS1039,22-04-2024,26.131486,72.836024,0.41,Severe
FARM1040,Central USA,Soybean,36.56,6.06,16.76,147.89,64.96,7.01,Manual,Mixed,18.63,03-01-2024,01-05-2024,119,4979.84,SENS1040,07-03-2024,36.986208,72.000068,0.45,Moderate
FARM1041,East Africa,Wheat,15.07,6.28,32.51,114.8,69.6,7.54,Sprinkler,Mixed,29.16,19-01-2024,20-05-2024,122,4377.48,SENS1041,21-04-2024,35.656914,84.492058,0.64,Mild
FARM1042,South India,Cotton,34.43,6.66,34.79,52.8,57.73,6.96,Drip,Mixed,26.37,19-02-2024,18-06-2024,120,5113.9,SENS1042,25-03-2024,31.556765,83.324547,0.78,Severe
FARM1043,Central USA,Maize,17.08,6.81,23.18,226.91,76.35,5.98,Sprinkler,Inorganic,10.59,05-02-2024,08-05-2024,93,4705.95,SENS1043,04-03-2024,32.039429,85.826295,0.64,
FARM1044,North India,Soybean,32.75,7.38,32.22,152.48,52.54,8.6,Sprinkler,Organic,19.93,07-01-2024,18-04-2024,102,3478.56,SENS1044,07-01-2024,22.516803,83.288644,0.66,Mild
FARM1045,North India,Soybean,22.1,6.3,23.99,222.96,62.39,8.1,Sprinkler,Mixed,10.21,27-01-2024,01-05-2024,95,4379.75,SENS1045,18-04-2024,26.461315,72.917289,0.4,Severe
FARM1046,South USA,Rice,28.54,6.7,31.76,275.66,89.28,5.19,Sprinkler,Organic,19.71,26-01-2024,22-05-2024,117,4762.48,SENS1046,22-02-2024,31.555711,87.322717,0.6,Moderate
FARM1047,North India,Rice,34.85,6.03,31.89,178.36,85.49,6.46,Sprinkler,Organic,22.26,17-02-2024,14-06-2024,118,4406.53,SENS1047,17-03-2024,30.922302,85.059935,0.71,Severe
FARM1048,South India,Cotton,30.65,6.16,32.01,189.94,89.37,7.85,Drip,Mixed,16.88,16-02-2024,11-07-2024,146,4790.34,SENS1048,19-03-2024,17.72301,75.130774,0.39,Moderate
FARM1049,South India,Soybean,27.89,7.02,15.67,206.46,83.3,7.15,Drip,Organic,12.54,05-02-2024,14-05-2024,99,4514.0,SENS1049,24-04-2024,16.542069,75.907829,0.37,Moderate
FARM1050,North India,Wheat,20.6,6.55,24.99,164.02,68.33,7.21,,Inorganic,17.62,02-01-2024,26-05-2024,145,3432.94,SENS1050,20-01-2024,32.950838,83.588215,0.31,
FARM1051,Central USA,Rice,40.9,7.24,30.89,223.02,47.81,6.28,Manual,Organic,14.2,25-02-2024,23-06-2024,119,3562.56,SENS1051,24-03-2024,22.218288,75.31106,0.57,Severe
FARM1052,Central USA,Rice,25.96,6.65,16.91,118.12,62.39,7.94,Manual,Mixed,19.04,29-01-2024,21-06-2024,144,4288.37,SENS1052,23-05-2024,26.270989,84.880957,0.52,Mild
FARM1053,Central USA,Rice,36.14,6.67,19.93,217.67,63.99,6.05,,Mixed,13.82,25-01-2024,10-05-2024,106,5042.51,SENS1053,26-02-2024,20.443925,78.272275,0.56,Moderate
FARM1054,South India,Wheat,33.7,6.34,17.65,166.3,89.28,7.8,Manual,Mixed,14.55,28-02-2024,24-06-2024,117,2952.05,SENS1054,15-06-2024,27.32683,71.747502,0.36,Moderate
FARM1055,Central USA,Cotton,20.96,6.35,34.76,266.82,51.3,8.38,Sprinkler,Inorganic,20.29,20-01-2024,10-05-2024,111,4645.42,SENS1055,19-04-2024,24.620519,75.281532,0.47,
FARM1056,Central USA,Rice,25.01,5.94,20.8,123.72,89.24,6.95,Drip,Inorganic,13.73,04-01-2024,27-04-2024,114,2677.74,SENS1056,12-03-2024,15.499549,72.575867,0.38,Mild
FARM1057,East Africa,Maize,23.04,5.63,17.19,255.9,82.66,7.89,Drip,Inorganic,6.07,04-01-2024,19-04-2024,106,2515.75,SENS1057,04-04-2024,32.002948,86.270271,0.56,
FARM1058,South USA,Wheat,42.14,5.67,29.15,258.62,58.08,6.24,Manual,Organic,18.47,21-01-2024,11-06-2024,142,3245.16,SENS1058,11-06-2024,31.504113,75.214014,0.46,Mild
FARM1059,South India,Maize,15.33,5.82,29.91,262.13,44.79,8.16,Manual,Organic,19.79,09-02-2024,01-07-2024,143,5379.61,SENS1059,11-06-2024,25.087926,70.695458,0.32,Moderate
FARM1060,Central USA,Cotton,44.29,6.81,21.63,78.76,44.34,5.41,Drip,Mixed,14.63,13-02-2024,07-07-2024,145,4934.6,SENS1060,13-05-2024,27.862125,70.657183,0.55,Moderate
FARM1061,East Africa,Cotton,26.48,6.24,22.45,213.96,50.05,8.12,Sprinkler,Organic,24.15,27-02-2024,12-06-2024,106,5990.23,SENS1061,18-04-2024,26.964435,76.175345,0.81,
FARM1062,North India,Cotton,34.07,5.77,23.15,224.74,86.31,5.3,Manual,Mixed,26.36,05-01-2024,26-04-2024,112,5381.27,SENS1062,19-03-2024,32.597792,79.82645,0.36,Mild
FARM1063,Central USA,Soybean,43.89,7.01,30.9,118.4,54.83,7.67,Sprinkler,Organic,10.74,19-01-2024,16-05-2024,118,4138.5,SENS1063,25-03-2024,30.526795,83.880558,0.44,Mild
FARM1064,South USA,Rice,42.57,6.32,29.71,240.9,66.31,7.29,Drip,Mixed,19.05,12-02-2024,13-05-2024,91,3510.04,SENS1064,12-03-2024,24.572495,84.066363,0.64,Severe
FARM1065,South India,Rice,34.55,7.3,28.2,78.84,56.92,6.19,Drip,Organic,12.16,28-02-2024,10-07-2024,133,5396.1,SENS1065,17-06-2024,34.354161,84.641558,0.49,Severe
FARM1066,North India,Soybean,19.09,7.26,17.94,62.85,56.5,7.73,Manual,Organic,5.7,19-01-2024,05-06-2024,138,3369.89,SENS1066,20-04-2024,27.728364,76.056622,0.37,Severe
FARM1067,Central USA,Wheat,27.31,6.73,15.09,254.19,86.5,8.55,Sprinkler,Inorganic,26.16,06-01-2024,20-04-2024,105,4838.57,SENS1067,17-02-2024,33.740053,74.849878,0.68,
FARM1068,North India,Soybean,18.74,7.49,15.39,266.93,85.96,8.08,Manual,Inorganic,13.9,18-02-2024,05-06-2024,108,3343.19,SENS1068,18-05-2024,13.207424,79.718188,0.41,Mild
FARM1069,East Africa,Soybean,22.14,7.42,24.76,125.84,58.21,5.65,Sprinkler,Mixed,25.01,03-02-2024,07-05-2024,94,3184.13,SENS1069,19-02-2024,33.281227,82.16053,0.71,
FARM1070,Central USA,Maize,38.31,5.94,15.04,100.5,67.98,5.04,Manual,Organic,16.8,27-02-2024,12-06-2024,106,3909.75,SENS1070,13-03-2024,26.606106,84.844122,0.63,Moderate
FARM1071,South USA,Maize,17.26,7.21,19.51,224.56,46.7,7.2,Manual,Inorganic,9.18,08-01-2024,30-04-2024,113,4215.84,SENS1071,15-01-2024,20.589168,82.441154,0.88,Severe
FARM1072,Central USA,Cotton,28.4,6.91,19.09,234.63,71.99,7.7,,Organic,21.6,08-02-2024,25-06-2024,138,5185.62,SENS1072,06-04-2024,16.479911,73.021333,0.81,
FARM1073,South USA,Cotton,26.76,6.6,30.07,187.74,70.34,6.71,Manual,Inorganic,29.26,29-01-2024,20-06-2024,143,5860.28,SENS1073,08-05-2024,36.930066,75.553579,0.58,Severe
FARM1074,North India,Soybean,29.66,5.89,27.51,224.41,73.36,7.37,,Inorganic,20.66,28-02-2024,28-05-2024,90,3278.25,SENS1074,06-05-2024,29.554471,78.012519,0.79,Severe
FARM1075,South USA,Soybean,38.41,7.33,31.33,293.0,50.26,8.82,Sprinkler,Organic,12.08,30-01-2024,18-06-2024,140,3508.79,SENS1075,15-03-2024,14.451759,70.303801,0.78,Severe
FARM1076,East Africa,Cotton,41.92,6.96,31.94,133.51,88.48,7.82,Sprinkler,Mixed,29.37,29-01-2024,13-06-2024,136,5185.93,SENS1076,05-02-2024,31.158825,87.923982,0.75,Mild
FARM1077,South USA,Cotton,24.22,6.46,17.62,178.3,69.13,5.13,,Organic,5.5,21-01-2024,18-06-2024,149,4077.46,SENS1077,23-01-2024,24.643243,72.524216,0.54,
FARM1078,South India,Cotton,33.76,6.04,32.02,282.38,84.3,8.48,Sprinkler,Inorganic,11.79,19-02-2024,29-05-2024,100,4071.36,SENS1078,03-04-2024,23.239322,72.887364,0.89,Severe
FARM1079,North India,Soybean,33.23,5.97,30.55,244.64,77.37,6.14,Sprinkler,Organic,5.32,24-02-2024,17-06-2024,114,4608.91,SENS1079,19-05-2024,28.970954,74.19068,0.56,Moderate
FARM1080,South India,Cotton,43.22,5.74,29.06,57.77,48.8,5.76,Manual,Inorganic,9.43,03-01-2024,03-04-2024,91,3266.28,SENS1080,27-03-2024,23.67753,76.82054,0.73,Moderate
FARM1081,East Africa,Soybean,42.28,5.79,27.91,224.71,45.76,7.08,Manual,Mixed,11.47,09-01-2024,31-05-2024,143,5222.98,SENS1081,04-04-2024,24.43266,76.434896,0.62,
FARM1082,North India,Wheat,34.41,6.87,17.06,269.2,47.91,6.08,Manual,Organic,9.99,07-01-2024,31-05-2024,145,4752.85,SENS1082,16-03-2024,27.541755,73.92172,0.87,
FARM1083,Central USA,Cotton,22.5,6.92,15.31,136.38,60.72,8.69,Drip,Inorganic,9.86,12-02-2024,08-06-2024,117,3425.27,SENS1083,13-04-2024,34.159478,76.094015,0.47,Severe
FARM1084,East Africa,Soybean,28.6,6.25,16.4,68.0,60.19,5.47,Drip,Mixed,28.35,27-01-2024,28-05-2024,122,4695.41,SENS1084,19-04-2024,21.577039,85.836467,0.53,Severe
FARM1085,East Africa,Maize,30.69,7.22,24.52,294.38,42.49,7.14,Drip,Organic,22.25,16-02-2024,02-06-2024,107,4199.13,SENS1085,15-04-2024,35.196924,70.883476,0.66,Mild
FARM1086,South India,Wheat,35.11,6.02,18.32,171.28,52.25,7.0,Drip,Mixed,22.99,02-02-2024,29-06-2024,148,4358.37,SENS1086,21-04-2024,20.028188,84.170904,0.54,Mild
FARM1087,North India,Maize,32.0,6.02,17.08,229.5,42.49,8.36,Drip,Inorganic,9.17,21-01-2024,23-05-2024,123,5742.31,SENS1087,04-05-2024,27.103989,83.193291,0.7,Moderate
FARM1088,North India,Cotton,25.71,7.18,25.93,57.28,76.93,6.89,Sprinkler,Inorganic,26.2,15-01-2024,09-05-2024,115,3078.5,SENS1088,23-02-2024,28.230192,85.076797,0.58,Severe
FARM1089,North India,Rice,31.27,6.87,29.97,268.48,62.0,5.48,Manual,Inorganic,22.28,12-01-2024,17-05-2024,126,3446.3,SENS1089,30-03-2024,34.622763,70.992027,0.87,Moderate
FARM1090,South India,Soybean,29.89,5.85,25.71,61.83,83.23,6.01,Sprinkler,Organic,7.31,05-02-2024,15-06-2024,131,3412.71,SENS1090,31-05-2024,19.550987,70.553834,0.39,Severe
FARM1091,North India,Rice,33.88,5.63,27.79,67.28,84.47,6.61,,Organic,24.53,02-01-2024,15-04-2024,104,3474.79,SENS1091,02-01-2024,23.387854,81.257381,0.85,Mild
FARM1092,Central USA,Maize,28.01,5.94,16.86,291.51,73.19,6.56,Drip,Inorganic,25.18,05-02-2024,28-06-2024,144,3094.0,SENS1092,30-04-2024,18.777374,74.409203,0.51,Severe
FARM1093,South USA,Maize,26.04,6.58,16.87,51.4,82.32,6.1,Drip,Mixed,27.65,22-01-2024,08-06-2024,138,2701.75,SENS1093,01-05-2024,18.694053,81.325484,0.39,Moderate
FARM1094,Central USA,Cotton,24.25,6.69,23.83,138.69,45.56,8.35,,Inorganic,29.92,02-02-2024,05-05-2024,93,5974.52,SENS1094,30-03-2024,32.975482,70.229236,0.35,Moderate
FARM1095,South USA,Rice,32.01,7.13,21.61,167.98,68.23,7.45,,Inorganic,17.95,05-01-2024,30-05-2024,146,5229.05,SENS1095,11-04-2024,21.265791,74.662088,0.73,Mild
FARM1096,South USA,Wheat,22.48,6.88,28.38,246.7,54.54,5.21,,Organic,13.57,14-02-2024,17-06-2024,124,3781.35,SENS1096,24-02-2024,25.053422,82.688567,0.54,Moderate
FARM1097,Central USA,Cotton,22.11,5.87,16.6,251.11,67.1,8.11,Drip,Mixed,15.36,04-01-2024,21-05-2024,138,4511.18,SENS1097,03-03-2024,34.074027,82.49497,0.54,Moderate
FARM1098,Central USA,Cotton,28.77,6.32,28.38,221.12,47.81,7.78,,Organic,29.42,05-01-2024,15-05-2024,131,5693.32,SENS1098,13-02-2024,26.83842,71.207653,0.68,Severe
FARM1099,South USA,Rice,15.61,6.62,15.96,207.8,65.13,5.06,Manual,Mixed,14.64,14-01-2024,07-05-2024,114,5488.23,SENS1099,23-02-2024,14.876998,76.984172,0.79,
FARM1100,South USA,Maize,32.78,5.89,31.3,59.47,40.47,8.72,Manual,Organic,12.74,22-02-2024,19-07-2024,148,5979.46,SENS1100,16-05-2024,33.430216,72.089267,0.38,
FARM1101,South USA,Rice,25.82,5.67,23.28,124.84,74.07,7.41,Drip,Inorganic,17.75,18-02-2024,21-06-2024,124,2785.61,SENS1101,05-03-2024,31.236135,87.457618,0.81,Moderate
FARM1102,North India,Maize,22.41,6.91,24.47,267.39,84.12,8.95,Manual,Organic,14.86,15-02-2024,07-06-2024,113,2985.02,SENS1102,15-03-2024,25.642077,76.097591,0.32,Severe
FARM1103,South India,Maize,43.19,6.28,31.0,299.04,78.83,7.53,Sprinkler,Organic,20.78,22-01-2024,16-05-2024,115,2553.96,SENS1103,20-02-2024,35.523107,87.402362,0.53,
FARM1104,South USA,Cotton,22.37,6.19,23.17,256.33,57.09,7.9,,Inorganic,19.79,12-01-2024,24-04-2024,103,4618.52,SENS1104,09-02-2024,25.013899,78.492662,0.65,Severe
FARM1105,Central USA,Maize,28.02,6.21,20.91,295.82,56.2,7.0,Manual,Inorganic,18.42,19-02-2024,06-06-2024,108,2699.67,SENS1105,26-02-2024,32.034191,81.475381,0.6,Mild
FARM1106,South USA,Cotton,30.43,6.9,34.1,279.54,53.1,7.56,,Inorganic,13.51,03-01-2024,05-05-2024,123,4376.76,SENS1106,26-01-2024,17.001594,73.470473,0.49,
FARM1107,South India,Rice,44.1,5.55,34.03,261.61,44.57,6.76,Sprinkler,Inorganic,21.89,31-01-2024,24-06-2024,145,4590.32,SENS1107,25-04-2024,14.351241,77.40279,0.45,
FARM1108,South USA,Cotton,36.5,5.76,24.46,270.07,57.0,6.35,Drip,Inorganic,19.19,15-01-2024,03-05-2024,109,2637.18,SENS1108,06-02-2024,31.082283,79.386826,0.3,Moderate
FARM1109,South India,Wheat,43.9,6.97,33.5,101.09,77.19,8.02,Manual,Organic,14.29,07-01-2024,04-05-2024,118,4879.26,SENS1109,06-02-2024,16.300261,78.777683,0.63,Severe
FARM1110,North India,Soybean,44.36,7.38,19.85,248.95,89.92,7.55,,Organic,24.62,25-02-2024,29-05-2024,94,5435.83,SENS1110,28-05-2024,31.593559,70.960363,0.76,
FARM1111,Central USA,Maize,23.98,5.54,18.91,229.96,44.63,8.99,,Mixed,9.1,18-02-2024,13-07-2024,146,4485.49,SENS1111,18-04-2024,14.946141,73.468862,0.33,Mild
FARM1112,Central USA,Wheat,28.84,7.3,23.56,230.36,89.58,8.39,Drip,Organic,18.73,17-02-2024,23-06-2024,127,3472.38,SENS1112,26-03-2024,35.475104,74.551502,0.81,Moderate
FARM1113,East Africa,Wheat,18.4,6.53,32.31,56.89,75.03,7.63,Sprinkler,Mixed,15.79,14-01-2024,22-05-2024,129,4613.19,SENS1113,15-01-2024,14.404584,74.643228,0.49,Mild
FARM1114,South India,Wheat,44.99,6.71,15.06,51.04,85.82,5.88,Manual,Mixed,26.66,11-01-2024,26-05-2024,136,5776.09,SENS1114,23-05-2024,35.169953,85.416198,0.38,Moderate
FARM1115,North India,Maize,34.59,5.56,15.21,176.89,64.94,6.43,Sprinkler,Mixed,10.77,29-01-2024,09-06-2024,132,4608.04,SENS1115,25-03-2024,20.696202,74.571338,0.48,Mild
FARM1116,South India,Rice,39.92,5.67,20.41,189.32,86.06,8.57,,Mixed,24.69,07-01-2024,05-06-2024,150,5687.72,SENS1116,23-02-2024,25.818053,74.430192,0.89,Mild
FARM1117,South India,Cotton,43.19,5.82,34.38,214.05,42.61,6.94,Sprinkler,Mixed,7.56,05-01-2024,06-04-2024,92,5347.75,SENS1117,30-01-2024,20.38712,85.869306,0.4,Severe
FARM1118,Central USA,Wheat,44.12,7.38,20.38,193.73,41.65,6.58,,Inorganic,29.63,08-02-2024,21-06-2024,134,4646.93,SENS1118,09-06-2024,13.080148,80.046,0.41,Moderate
